city,state,zip,county,population,slug,combined_rate,combined_rate_pct,taxable,jurisdiction_levels,needs_review,address_valid,seo_title,meta_description,intro_text
San Marcos,CA,92069,San Diego,89387,san-marcos-ca,0.08250,8.25%,true,STATE|COUNTY|DISTRICT,false,skipped,"San Marcos, CA Sales Tax Calculator","The combined sales tax rate in San Marcos, CA is 8.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in San Marcos, CA is 8.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Greenville,NC,27833,Pitt,89130,greenville-nc,0.07000,7%,true,STATE|COUNTY,false,skipped,"Greenville, NC Sales Tax Calculator","The combined sales tax rate in Greenville, NC is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Greenville, NC is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Waukegan,IL,60079,Lake,88826,waukegan-il,0.08500,8.5%,true,STATE|CITY|DISTRICT,false,skipped,"Waukegan, IL Sales Tax Calculator","The combined sales tax rate in Waukegan, IL is 8.5%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Waukegan, IL is 8.5%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Fall River,MA,02722,Bristol,88697,fall-river-ma,0.06250,6.25%,true,STATE,false,skipped,"Fall River, MA Sales Tax Calculator","The combined sales tax rate in Fall River, MA is 6.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Fall River, MA is 6.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Chico,CA,95926,Butte,88077,chico-ca,0.09250,9.25%,true,STATE|COUNTY|DISTRICT,false,skipped,"Chico, CA Sales Tax Calculator","The combined sales tax rate in Chico, CA is 9.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Chico, CA is 9.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Newton,MA,02458,Middlesex,87971,newton-ma,0.06250,6.25%,true,STATE,false,skipped,"Newton, MA Sales Tax Calculator","The combined sales tax rate in Newton, MA is 6.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Newton, MA is 6.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
San Leandro,CA,94579,Alameda,87965,san-leandro-ca,0.10750,10.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"San Leandro, CA Sales Tax Calculator","The combined sales tax rate in San Leandro, CA is 10.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in San Leandro, CA is 10.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Reading,PA,19601,Berks,87893,reading-pa,0.07000,7%,true,STATE|COUNTY,false,skipped,"Reading, PA Sales Tax Calculator","The combined sales tax rate in Reading, PA is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Reading, PA is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Norwalk,CT,06851,Western Connecticut,87776,norwalk-ct,0.06350,6.35%,true,STATE,false,skipped,"Norwalk, CT Sales Tax Calculator","The combined sales tax rate in Norwalk, CT is 6.35%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Norwalk, CT is 6.35%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Fort Smith,AR,72901,Sebastian,87650,fort-smith-ar,0.09500,9.5%,true,STATE|COUNTY|CITY,false,skipped,"Fort Smith, AR Sales Tax Calculator","The combined sales tax rate in Fort Smith, AR is 9.5%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Fort Smith, AR is 9.5%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Newport Beach,CA,92662,Orange,87273,newport-beach-ca,0.07750,7.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"Newport Beach, CA Sales Tax Calculator","The combined sales tax rate in Newport Beach, CA is 7.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Newport Beach, CA is 7.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Asheville,NC,28801,Buncombe,87236,asheville-nc,0.07000,7%,true,STATE|COUNTY,false,skipped,"Asheville, NC Sales Tax Calculator","The combined sales tax rate in Asheville, NC is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Asheville, NC is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Nashua,NH,03060,Hillsborough,87137,nashua-nh,0.00000,0%,false,,false,skipped,"Nashua, NH Sales Tax Calculator","Nashua, NH has no general sales tax. Use the calculator to check tax by product category and see your total.","Nashua, NH doesn't charge a general sales tax. Use the calculator below to confirm how specific product categories are treated."
Edmond,OK,73034,Oklahoma,87004,edmond-ok,0.08250,8.25%,true,STATE|CITY,false,skipped,"Edmond, OK Sales Tax Calculator","The combined sales tax rate in Edmond, OK is 8.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Edmond, OK is 8.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Whittier,CA,90602,Los Angeles,86635,whittier-ca,0.10500,10.5%,true,STATE|COUNTY|DISTRICT,false,skipped,"Whittier, CA Sales Tax Calculator","The combined sales tax rate in Whittier, CA is 10.5%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Whittier, CA is 10.5%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Nampa,ID,83651,Canyon,86518,nampa-id,0.06000,6%,true,STATE,true,skipped,"Nampa, ID Sales Tax Calculator","The combined sales tax rate in Nampa, ID is 6%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Nampa, ID is 6%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Deltona,FL,32738,Volusia,86290,deltona-fl,0.06500,6.5%,true,STATE|COUNTY,false,skipped,"Deltona, FL Sales Tax Calculator","The combined sales tax rate in Deltona, FL is 6.5%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Deltona, FL is 6.5%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Hawthorne,CA,90251,Los Angeles,86199,hawthorne-ca,0.10500,10.5%,true,STATE|COUNTY|DISTRICT,false,skipped,"Hawthorne, CA Sales Tax Calculator","The combined sales tax rate in Hawthorne, CA is 10.5%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Hawthorne, CA is 10.5%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Duluth,MN,55806,St. Louis,86128,duluth-mn,0.07375,7.375%,true,STATE|DISTRICT,false,skipped,"Duluth, MN Sales Tax Calculator","The combined sales tax rate in Duluth, MN is 7.375%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Duluth, MN is 7.375%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Carmel,IN,46033,Hamilton,85927,carmel-in,0.07000,7%,true,STATE,false,skipped,"Carmel, IN Sales Tax Calculator","The combined sales tax rate in Carmel, IN is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Carmel, IN is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Suffolk,VA,23434,City of Suffolk,85728,suffolk-va,0.06000,6%,true,STATE|COUNTY|DISTRICT,false,skipped,"Suffolk, VA Sales Tax Calculator","The combined sales tax rate in Suffolk, VA is 6%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Suffolk, VA is 6%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Clifton,NJ,07015,Passaic,85390,clifton-nj,0.06625,6.625%,true,STATE,false,skipped,"Clifton, NJ Sales Tax Calculator","The combined sales tax rate in Clifton, NJ is 6.625%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Clifton, NJ is 6.625%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Citrus Heights,CA,95611,Sacramento,85285,citrus-heights-ca,0.07750,7.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"Citrus Heights, CA Sales Tax Calculator","The combined sales tax rate in Citrus Heights, CA is 7.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Citrus Heights, CA is 7.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Livermore,CA,94550,Alameda,85156,livermore-ca,0.10250,10.25%,true,STATE|COUNTY|DISTRICT,false,skipped,"Livermore, CA Sales Tax Calculator","The combined sales tax rate in Livermore, CA is 10.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Livermore, CA is 10.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Tracy,CA,95376,San Joaquin,84691,tracy-ca,0.08250,8.25%,true,STATE|COUNTY|DISTRICT,false,skipped,"Tracy, CA Sales Tax Calculator","The combined sales tax rate in Tracy, CA is 8.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Tracy, CA is 8.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Alhambra,CA,91801,Los Angeles,84577,alhambra-ca,0.10500,10.5%,true,STATE|COUNTY|DISTRICT,false,skipped,"Alhambra, CA Sales Tax Calculator","The combined sales tax rate in Alhambra, CA is 10.5%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Alhambra, CA is 10.5%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Kirkland,WA,98083,King,84430,kirkland-wa,0.10400,10.4%,true,STATE|COUNTY|CITY|DISTRICT,false,skipped,"Kirkland, WA Sales Tax Calculator","The combined sales tax rate in Kirkland, WA is 10.4%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Kirkland, WA is 10.4%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Trenton,NJ,08619,Mercer,84349,trenton-nj,0.06625,6.625%,true,STATE,false,skipped,"Trenton, NJ Sales Tax Calculator","The combined sales tax rate in Trenton, NJ is 6.625%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Trenton, NJ is 6.625%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
